Product ID,Product Name,Category,Sub-category,Brand,Price,Discount (%),Rating,Number of Reviews,Availability Status,Color Options,Sizes Available,Material,Shipping Time,Country of Origin,Date Added,Total Sales
P00152,Slim Fit Jeans,Dresses,Casual Shoes,Reebok,4658,13,4.5,62,Out of Stock,"Pink, Purple","7, 8, 9, 10",Polyester,6-7 days,Delhi,2023-11-03,288796
P00153,Ethnic Kurta,Footwear,Jackets,Nike,4732,31,3.7,230,In Stock,"Pink, Purple","M, L, XL",Polyester,2-3 days,Uttar Pradesh,2023-11-04,1088360
P00154,Ethnic Kurta,Bottomwear,Sweaters,Nike,2481,8,3.4,89,Out of Stock,"Pink, Purple","30, 32, 34, 36",Polyester,2-3 days,Delhi,2024-08-28,220809
P00155,Ethnic Kurta,Bottomwear,Sweaters,Arrow,3821,41,4.6,581,In Stock,"Pink, Purple","30, 32, 34, 36",Polyester,2-3 days,Maharashtra,2021-05-18,2220001
P00156,Maxi Dress,Outerwear,Formal Wear,Zara,6192,22,4.3,352,In Stock,"Grey, Black","S, M, L, XL",Denim,1 week,Tamil Nadu,2024-04-29,2179584
P00157,Leather Jacket,Outerwear,Kurtas,Tommy Hilfiger,9267,7,4.2,945,Out of Stock,"Red, White","28, 30, 32, 34",Silk,4-5 days,Karnataka,2021-03-12,8757315
P00158,Maxi Dress,Dresses,Formal Wear,Uniqlo,7085,45,3.0,881,In Stock,"Pink, Purple","28, 30, 32, 34",Denim,6-7 days,Uttar Pradesh,2022-11-04,6241885
P00159,Blazer,Ethnic,Western Wear,H&M,5511,37,4.6,833,Out of Stock,"Blue, Black","28, 30, 32, 34",Cotton,10 days,Gujarat,2023-07-23,4590663
P00160,Denim Jacket,Outerwear,Kurtas,Zara,1322,10,5.0,74,In Stock,"Red, White","6, 7, 8, 9",Denim,2-3 days,Uttar Pradesh,2023-04-18,97828
P00161,Ankle Boots,Topwear,Skirts,Uniqlo,8566,28,4.6,946,In Stock,"Red, White","M, L, XL",Polyester,1 week,Maharashtra,2020-08-21,8103436
P00162,Running Shoes,Outerwear,T-shirts,Tommy Hilfiger,8552,29,4.6,524,Out of Stock,"Red, White","6, 7, 8, 9",Denim,10 days,Delhi,2023-05-09,4481248
P00163,Sports Shoes,Topwear,Casual Shoes,Vero Moda,2114,13,4.2,555,Out of Stock,"Grey, Black","M, L, XL",Linen,1 week,Tamil Nadu,2024-03-27,1173270
P00164,Knee-Length Skirt,Topwear,T-shirts,Clarks,7920,22,3.4,150,In Stock,"Pink, Purple","30, 32, 34, 36",Wool,2-3 days,Tamil Nadu,2023-04-19,1188000
P00165,Denim Jacket,Topwear,Formal Wear,Uniqlo,2031,41,4.4,679,In Stock,"Pink, Purple","30, 32, 34, 36",Cotton,10 days,Karnataka,2022-03-14,1379049
P00166,Running Shoes,Footwear,Skirts,H&M,6247,7,4.6,434,In Stock,"Pink, Purple","S, M, L, XL",Wool,2-3 days,Delhi,2024-03-28,2711198
P00167,Ankle Boots,Topwear,T-shirts,H&M,8033,49,3.0,62,In Stock,"Pink, Purple","6, 7, 8, 9",Cotton,10 days,Delhi,2024-01-27,498046
P00168,Woolen Sweater,Outerwear,Pants,Puma,8286,10,4.8,79,Out of Stock,"Grey, Black","6, 7, 8, 9",Silk,6-7 days,Tamil Nadu,2023-12-27,654594
P00169,Woolen Sweater,Ethnic,Kurtas,Forever 21,2754,17,3.9,898,In Stock,"Red, White","7, 8, 9, 10",Linen,2-3 days,Karnataka,2022-11-19,2473092
P00170,Polo T-shirt,Outerwear,Shorts,Forever 21,2466,16,3.7,412,In Stock,"Pink, Purple","30, 32, 34, 36",Leather,10 days,Tamil Nadu,2022-06-20,1015992
P00171,Casual Shorts,Dresses,Skirts,Harley Davidson,8075,6,3.5,344,Out of Stock,"Pink, Purple","30, 32, 34, 36",Linen,10 days,Gujarat,2022-03-20,2777800
P00172,Party Gown,Dresses,Pants,Mango,2682,33,4.2,590,In Stock,"Pink, Purple","30, 32, 34, 36",Denim,6-7 days,Gujarat,2021-06-03,1582380
P00173,Chinos,Dresses,Blouses,Zara,4103,44,4.0,699,In Stock,"Grey, Black","7, 8, 9, 10",Leather,6-7 days,Delhi,2024-02-22,2867997
P00174,Blazer,Footwear,Western Wear,Mango,2839,9,3.5,160,Out of Stock,"Red, White","7, 8, 9, 10",Silk,6-7 days,Tamil Nadu,2024-04-04,454240
P00175,Ankle Boots,Dresses,Shorts,Harley Davidson,4854,50,3.6,248,Out of Stock,"Red, White","S, M, L, XL",Cotton,10 days,Maharashtra,2022-08-31,1203792
P00176,Polo T-shirt,Outerwear,Western Wear,Tommy Hilfiger,2958,22,4.0,387,In Stock,"Grey, Black","S, M, L, XL",Denim,10 days,Uttar Pradesh,2022-06-03,1144746
P00177,Sneakers,Bottomwear,Casual Shoes,Forever 21,2338,10,5.0,667,Out of Stock,"Pink, Purple","30, 32, 34, 36",Wool,1 week,Maharashtra,2023-03-25,1559446
P00178,Running Shoes,Bottomwear,Boots,Ralph Lauren,8484,49,3.5,908,Out of Stock,"Green, Yellow","30, 32, 34, 36",Denim,2-3 days,Uttar Pradesh,2021-05-23,7703472
P00179,Denim Jacket,Outerwear,Western Wear,Ralph Lauren,4016,22,4.0,650,Out of Stock,"Grey, Black","7, 8, 9, 10",Denim,1 week,Karnataka,2024-11-29,2610400
P00180,Running Shoes,Outerwear,T-shirts,Puma,2764,17,4.5,611,In Stock,"Green, Yellow","6, 7, 8, 9",Denim,10 days,Maharashtra,2023-11-19,1688804
P00181,Running Shoes,Topwear,Shorts,H&M,1100,31,3.2,679,Out of Stock,"Pink, Purple","S, M, L, XL",Polyester,10 days,Tamil Nadu,2024-08-16,746900
P00182,Maxi Dress,Footwear,Pants,Forever 21,1923,5,4.0,280,In Stock,"Red, White","M, L, XL",Denim,1 week,Maharashtra,2020-04-10,538440
P00183,Sports Shoes,Topwear,Casual Shoes,Van Heusen,5881,24,4.4,898,In Stock,"Red, White","7, 8, 9, 10",Wool,1 week,Uttar Pradesh,2024-11-17,5281138
P00184,Slim Fit Jeans,Footwear,Jackets,Nike,8605,43,3.6,103,In Stock,"Grey, Black","7, 8, 9, 10",Polyester,10 days,Delhi,2023-03-29,886315
P00185,Running Shoes,Bottomwear,Shirts,Forever 21,5818,46,4.1,74,In Stock,"Blue, Black","28, 30, 32, 34",Linen,1 week,Karnataka,2022-12-13,430532
P00186,Cotton T-shirt,Footwear,Jeans,Nike,8749,42,4.9,593,Out of Stock,"Red, White","6, 7, 8, 9",Linen,10 days,Gujarat,2024-10-28,5188157
P00187,Maxi Dress,Topwear,Formal Wear,Reebok,8125,26,4.9,496,Out of Stock,"Grey, Black","M, L, XL",Leather,6-7 days,Karnataka,2020-04-11,4030000
P00188,Leather Jacket,Topwear,T-shirts,Tommy Hilfiger,1214,24,4.6,500,Out of Stock,"Green, Yellow","S, M, L, XL",Polyester,1 week,Gujarat,2024-05-12,607000
P00189,Cotton T-shirt,Dresses,Sweaters,Uniqlo,7576,10,4.0,758,Out of Stock,"Pink, Purple","6, 7, 8, 9",Polyester,6-7 days,Uttar Pradesh,2020-09-05,5742608
P00190,Knee-Length Skirt,Topwear,Jeans,Zara,2957,14,4.0,572,Out of Stock,"Grey, Black","M, L, XL",Denim,10 days,Maharashtra,2021-10-06,1691404
P00191,Track Pants,Bottomwear,Casual Shoes,Levis,1298,39,4.1,877,In Stock,"Grey, Black","S, M, L, XL",Polyester,10 days,Tamil Nadu,2022-09-05,1138346
P00192,Ankle Boots,Dresses,Pants,Harley Davidson,9653,7,3.9,419,Out of Stock,"Green, Yellow","7, 8, 9, 10",Polyester,10 days,Tamil Nadu,2024-05-27,4044607
P00193,Ankle Boots,Footwear,Pants,Uniqlo,4991,44,3.7,182,In Stock,"Green, Yellow","M, L, XL",Linen,1 week,Maharashtra,2021-01-09,908362
P00194,Chinos,Footwear,Formal Wear,FabIndia,5042,6,4.5,202,In Stock,"Green, Yellow","7, 8, 9, 10",Denim,4-5 days,Karnataka,2021-08-28,1018484
P00195,Chinos,Outerwear,Skirts,Ralph Lauren,1672,38,4.1,688,Out of Stock,"Red, White","S, M, L, XL",Silk,10 days,Maharashtra,2021-07-24,1150336
P00196,Cotton T-shirt,Topwear,T-shirts,Vero Moda,3489,48,4.6,554,Out of Stock,"Grey, Black","M, L, XL",Polyester,2-3 days,Gujarat,2024-06-28,1932906
P00197,Maxi Dress,Dresses,Blouses,Arrow,1127,43,3.8,394,In Stock,"Grey, Black","S, M, L, XL",Leather,6-7 days,Uttar Pradesh,2020-11-18,444038
P00198,Party Gown,Topwear,T-shirts,Clarks,3491,6,4.4,538,In Stock,"Pink, Purple","6, 7, 8, 9",Linen,2-3 days,Delhi,2020-02-26,1878158
P00199,Running Shoes,Ethnic,Western Wear,Ralph Lauren,8546,31,3.8,990,In Stock,"Grey, Black","S, M, L, XL",Linen,1 week,Maharashtra,2024-08-05,8460540
P00200,Sneakers,Ethnic,Jackets,Adidas,9072,39,4.1,32,Out of Stock,"Pink, Purple","M, L, XL",Silk,2-3 days,Uttar Pradesh,2024-05-17,290304
P00201,Sneakers,Bottomwear,Jackets,Van Heusen,7739,30,5.0,544,In Stock,"Red, White","6, 7, 8, 9",Silk,4-5 days,Maharashtra,2022-05-05,4210016
P00202,Sneakers,Ethnic,Sports Shoes,H&M,7555,21,4.3,419,In Stock,"Blue, Black","28, 30, 32, 34",Cotton,1 week,Maharashtra,2021-12-08,3165545
P00203,Casual Shorts,Outerwear,Jackets,Forever 21,5769,23,4.7,49,In Stock,"Grey, Black","M, L, XL",Wool,10 days,Uttar Pradesh,2022-05-09,282681
P00204,Ethnic Kurta,Outerwear,T-shirts,Arrow,6237,48,4.6,51,In Stock,"Grey, Black","30, 32, 34, 36",Denim,6-7 days,Karnataka,2023-08-16,318087
P00205,Maxi Dress,Outerwear,Blouses,Reebok,2039,38,5.0,730,Out of Stock,"Red, White","28, 30, 32, 34",Polyester,1 week,Gujarat,2024-02-13,1488470
P00206,Ankle Boots,Bottomwear,Kurtas,Zara,3534,48,4.7,708,Out of Stock,"Grey, Black","7, 8, 9, 10",Linen,2-3 days,Delhi,2024-08-21,2502072
P00207,Cotton T-shirt,Bottomwear,Shorts,Tommy Hilfiger,5934,10,3.4,100,Out of Stock,"Green, Yellow","M, L, XL",Silk,10 days,Maharashtra,2022-02-26,593400
P00208,Denim Jacket,Footwear,Kurtas,Adidas,8564,22,3.5,999,Out of Stock,"Pink, Purple","28, 30, 32, 34",Linen,4-5 days,Tamil Nadu,2023-03-26,8555436
P00209,Cotton T-shirt,Ethnic,Sweaters,Puma,2320,28,4.6,462,Out of Stock,"Pink, Purple","6, 7, 8, 9",Denim,2-3 days,Gujarat,2022-04-11,1071840
P00210,Blazer,Topwear,Jackets,Nike,4833,42,4.2,378,In Stock,"Green, Yellow","7, 8, 9, 10",Silk,1 week,Maharashtra,2023-09-06,1826874
P00211,Casual Shorts,Bottomwear,Jackets,Forever 21,3154,13,4.8,312,In Stock,"Pink, Purple","M, L, XL",Polyester,1 week,Maharashtra,2022-02-06,984048
P00212,Blazer,Bottomwear,Pants,Clarks,9674,13,4.6,972,In Stock,"Grey, Black","7, 8, 9, 10",Wool,10 days,Karnataka,2021-08-20,9403128
P00213,Woolen Sweater,Topwear,Casual Shoes,Puma,1362,42,3.9,435,In Stock,"Grey, Black","28, 30, 32, 34",Leather,2-3 days,Karnataka,2023-01-26,592470
P00214,Cotton T-shirt,Ethnic,Skirts,Vero Moda,7272,21,5.0,331,In Stock,"Pink, Purple","S, M, L, XL",Silk,10 days,Gujarat,2022-08-21,2407032
P00215,Party Gown,Dresses,Sports Shoes,Uniqlo,6963,24,3.7,863,Out of Stock,"Pink, Purple","30, 32, 34, 36",Cotton,10 days,Delhi,2020-04-20,6009069
P00216,Knee-Length Skirt,Ethnic,Sweaters,Tommy Hilfiger,8283,43,3.3,413,In Stock,"Pink, Purple","6, 7, 8, 9",Wool,6-7 days,Gujarat,2021-08-18,3420879
P00217,Blazer,Ethnic,Skirts,Vero Moda,1817,21,4.4,589,In Stock,"Green, Yellow","30, 32, 34, 36",Cotton,4-5 days,Delhi,2024-01-04,1070213
P00218,Chinos,Outerwear,Shorts,Zara,3351,45,4.6,251,Out of Stock,"Red, White","7, 8, 9, 10",Denim,2-3 days,Karnataka,2023-11-17,841101
P00219,Sneakers,Bottomwear,Pants,Adidas,6484,38,3.5,256,In Stock,"Pink, Purple","28, 30, 32, 34",Denim,6-7 days,Delhi,2020-04-17,1659904
P00220,Party Gown,Footwear,Sweaters,Clarks,2182,15,4.2,434,Out of Stock,"Pink, Purple","7, 8, 9, 10",Wool,4-5 days,Uttar Pradesh,2024-10-09,946988
P00221,Cotton T-shirt,Bottomwear,Sports Shoes,Van Heusen,3396,24,3.9,550,In Stock,"Pink, Purple","S, M, L, XL",Polyester,2-3 days,Gujarat,2021-04-17,1867800
P00222,Sneakers,Footwear,Sports Shoes,Uniqlo,9004,23,3.3,148,In Stock,"Pink, Purple","S, M, L, XL",Denim,6-7 days,Tamil Nadu,2023-02-04,1332592
P00223,Denim Jacket,Ethnic,Jackets,Levis,4919,32,3.4,780,Out of Stock,"Green, Yellow","30, 32, 34, 36",Polyester,6-7 days,Maharashtra,2023-10-06,3836820
P00224,Polo T-shirt,Footwear,Casual Shoes,FabIndia,1114,18,3.3,71,In Stock,"Green, Yellow","7, 8, 9, 10",Wool,2-3 days,Karnataka,2024-03-26,79094
P00225,Track Pants,Outerwear,Jeans,FabIndia,9501,18,4.1,211,In Stock,"Pink, Purple","28, 30, 32, 34",Silk,2-3 days,Delhi,2022-07-27,2004711
P00226,Casual Shorts,Outerwear,Shirts,Reebok,1545,7,3.1,546,Out of Stock,"Green, Yellow","28, 30, 32, 34",Cotton,10 days,Delhi,2020-02-21,843570
P00227,Ethnic Kurta,Dresses,Shorts,Levis,2008,5,3.1,661,In Stock,"Grey, Black","30, 32, 34, 36",Cotton,1 week,Delhi,2020-11-07,1327288
P00228,Party Gown,Ethnic,Sports Shoes,Vero Moda,8766,39,3.8,155,In Stock,"Green, Yellow","30, 32, 34, 36",Denim,1 week,Maharashtra,2024-06-20,1358730
P00229,Maxi Dress,Topwear,Jackets,Mango,1261,23,4.7,102,Out of Stock,"Green, Yellow","S, M, L, XL",Cotton,6-7 days,Maharashtra,2022-03-17,128622
P00230,Chinos,Bottomwear,Kurtas,Adidas,3794,29,3.9,157,Out of Stock,"Green, Yellow","30, 32, 34, 36",Denim,1 week,Karnataka,2020-11-04,595658
P00231,Blazer,Topwear,Shirts,H&M,8810,18,5.0,792,Out of Stock,"Blue, Black","S, M, L, XL",Silk,10 days,Delhi,2024-08-18,6977520
P00232,Ethnic Kurta,Dresses,Shirts,Tommy Hilfiger,1984,34,3.7,20,In Stock,"Green, Yellow","30, 32, 34, 36",Wool,4-5 days,Gujarat,2020-12-16,39680
P00233,Sneakers,Dresses,Pants,Mango,6540,24,3.7,401,In Stock,"Red, White","M, L, XL",Polyester,1 week,Tamil Nadu,2022-04-10,2622540
P00234,Woolen Sweater,Ethnic,Skirts,Forever 21,8029,47,4.6,613,Out of Stock,"Grey, Black","28, 30, 32, 34",Leather,6-7 days,Delhi,2021-11-01,4921777
P00235,Floral Top,Footwear,Kurtas,Ralph Lauren,2853,38,4.0,729,In Stock,"Grey, Black","28, 30, 32, 34",Polyester,2-3 days,Delhi,2021-03-07,2079837
P00236,Blazer,Ethnic,Sweaters,H&M,5857,25,3.1,467,In Stock,"Red, White","6, 7, 8, 9",Leather,1 week,Gujarat,2020-06-08,2735219
P00237,Slim Fit Jeans,Bottomwear,Skirts,Reebok,2884,19,4.3,575,In Stock,"Green, Yellow","30, 32, 34, 36",Leather,4-5 days,Uttar Pradesh,2023-08-04,1658300
P00238,Party Gown,Bottomwear,Pants,Nike,943,37,4.8,873,Out of Stock,"Green, Yellow","30, 32, 34, 36",Linen,1 week,Maharashtra,2024-02-14,823239
P00239,Woolen Sweater,Topwear,Blouses,Levis,5557,16,3.2,733,Out of Stock,"Red, White","M, L, XL",Silk,10 days,Maharashtra,2024-04-13,4073281
P00240,Woolen Sweater,Ethnic,Formal Wear,Reebok,3443,35,3.2,773,Out of Stock,"Green, Yellow","28, 30, 32, 34",Wool,4-5 days,Gujarat,2024-09-25,2661439
P00241,Sports Shoes,Ethnic,Boots,Vero Moda,7767,8,3.1,736,Out of Stock,"Red, White","7, 8, 9, 10",Linen,1 week,Delhi,2020-03-02,5716512
P00242,Denim Jacket,Dresses,Blouses,Harley Davidson,9624,43,3.9,642,In Stock,"Blue, Black","30, 32, 34, 36",Leather,10 days,Gujarat,2021-05-17,6178608
P00243,Ankle Boots,Bottomwear,Sports Shoes,Vero Moda,2344,50,3.1,664,In Stock,"Green, Yellow","6, 7, 8, 9",Denim,1 week,Gujarat,2020-10-31,1556416
P00244,Slim Fit Jeans,Topwear,Kurtas,Uniqlo,3491,7,3.3,156,Out of Stock,"Green, Yellow","28, 30, 32, 34",Linen,6-7 days,Uttar Pradesh,2020-04-17,544596
P00245,Floral Top,Topwear,Casual Shoes,Zara,7058,20,3.9,83,In Stock,"Red, White","7, 8, 9, 10",Polyester,10 days,Maharashtra,2022-08-12,585814
P00246,Party Gown,Bottomwear,Kurtas,Zara,6760,10,4.9,841,Out of Stock,"Blue, Black","S, M, L, XL",Cotton,2-3 days,Maharashtra,2021-02-22,5685160
P00247,Slim Fit Jeans,Ethnic,Skirts,Forever 21,5552,15,3.8,56,In Stock,"Red, White","28, 30, 32, 34",Leather,10 days,Gujarat,2021-04-05,310912
P00248,Leather Jacket,Dresses,Jeans,Mango,9390,9,3.9,744,Out of Stock,"Green, Yellow","30, 32, 34, 36",Wool,4-5 days,Delhi,2024-09-16,6986160
P00249,Denim Jacket,Topwear,Jeans,Tommy Hilfiger,4658,14,5.0,225,In Stock,"Pink, Purple","S, M, L, XL",Cotton,4-5 days,Delhi,2022-07-28,1048050
P00250,Slim Fit Jeans,Topwear,Blouses,Nike,5040,14,4.0,625,Out of Stock,"Pink, Purple","30, 32, 34, 36",Wool,4-5 days,Maharashtra,2020-05-26,3150000
P00251,Track Pants,Bottomwear,Casual Shoes,Adidas,1815,29,4.9,766,In Stock,"Grey, Black","30, 32, 34, 36",Cotton,1 week,Gujarat,2023-01-30,1390290
P00252,Leather Jacket,Outerwear,Skirts,Zara,1416,25,3.2,935,In Stock,"Red, White","M, L, XL",Cotton,10 days,Uttar Pradesh,2020-11-21,1323960
P00253,Leather Jacket,Dresses,Western Wear,Uniqlo,9856,36,4.0,99,In Stock,"Red, White","6, 7, 8, 9",Linen,4-5 days,Uttar Pradesh,2020-11-20,975744
P00254,Ankle Boots,Dresses,Formal Wear,Ralph Lauren,4053,19,3.2,688,Out of Stock,"Red, White","6, 7, 8, 9",Denim,10 days,Gujarat,2022-06-15,2788464
P00255,Slim Fit Jeans,Dresses,Shorts,H&M,9977,43,3.1,628,Out of Stock,"Blue, Black","S, M, L, XL",Cotton,6-7 days,Gujarat,2020-02-07,6265556
P00256,Ethnic Kurta,Ethnic,Casual Shoes,Reebok,2495,26,4.4,943,In Stock,"Green, Yellow","M, L, XL",Linen,6-7 days,Gujarat,2023-05-30,2352785
P00257,Leather Jacket,Bottomwear,Sports Shoes,Levis,3862,29,3.1,429,Out of Stock,"Blue, Black","7, 8, 9, 10",Denim,10 days,Tamil Nadu,2021-03-29,1656798
P00258,Maxi Dress,Dresses,Pants,Harley Davidson,7118,41,4.8,751,In Stock,"Blue, Black","7, 8, 9, 10",Wool,1 week,Tamil Nadu,2023-04-22,5345618
P00259,Leather Jacket,Dresses,Jeans,Harley Davidson,9890,8,4.0,307,Out of Stock,"Blue, Black","M, L, XL",Polyester,4-5 days,Maharashtra,2024-06-22,3036230
P00260,Ankle Boots,Dresses,Sports Shoes,Reebok,4366,45,3.8,828,In Stock,"Grey, Black","M, L, XL",Silk,1 week,Karnataka,2022-01-16,3615048
P00261,Sneakers,Bottomwear,Pants,Van Heusen,5927,42,4.6,938,Out of Stock,"Blue, Black","30, 32, 34, 36",Linen,4-5 days,Maharashtra,2021-10-02,5559526
P00262,Ethnic Kurta,Topwear,Boots,Forever 21,3916,18,4.9,432,In Stock,"Pink, Purple","30, 32, 34, 36",Leather,6-7 days,Tamil Nadu,2023-02-12,1691712
P00263,Denim Jacket,Ethnic,Sweaters,Zara,2573,13,4.3,335,Out of Stock,"Green, Yellow","28, 30, 32, 34",Cotton,10 days,Gujarat,2022-10-31,861955
P00264,Ethnic Kurta,Outerwear,Blouses,Reebok,1930,36,4.4,432,Out of Stock,"Green, Yellow","28, 30, 32, 34",Polyester,6-7 days,Maharashtra,2023-01-19,833760
P00265,Chinos,Dresses,Shorts,Arrow,3136,34,3.0,787,In Stock,"Pink, Purple","M, L, XL",Wool,10 days,Tamil Nadu,2023-08-23,2468032
P00266,Denim Jacket,Outerwear,Boots,Puma,1053,18,3.7,803,Out of Stock,"Green, Yellow","6, 7, 8, 9",Denim,1 week,Delhi,2024-12-21,845559
P00267,Sneakers,Footwear,T-shirts,Uniqlo,9817,15,4.2,681,Out of Stock,"Green, Yellow","6, 7, 8, 9",Wool,10 days,Maharashtra,2024-10-28,6685377
P00268,Party Gown,Dresses,Jeans,FabIndia,4815,32,3.5,803,In Stock,"Grey, Black","28, 30, 32, 34",Cotton,6-7 days,Delhi,2024-11-03,3866445
P00269,Sports Shoes,Topwear,Jeans,Adidas,1148,39,3.5,795,In Stock,"Green, Yellow","7, 8, 9, 10",Linen,10 days,Uttar Pradesh,2023-06-22,912660
P00270,Ankle Boots,Outerwear,Boots,H&M,8105,14,3.7,204,In Stock,"Pink, Purple","28, 30, 32, 34",Polyester,4-5 days,Maharashtra,2024-08-23,1653420
P00271,Leather Jacket,Topwear,Shorts,Arrow,6417,13,3.1,790,Out of Stock,"Blue, Black","30, 32, 34, 36",Polyester,4-5 days,Uttar Pradesh,2021-12-16,5069430
P00272,Casual Shorts,Ethnic,Jackets,Puma,7999,37,4.4,830,In Stock,"Blue, Black","6, 7, 8, 9",Leather,4-5 days,Gujarat,2023-06-17,6639170
P00273,Track Pants,Bottomwear,Jeans,Tommy Hilfiger,8745,26,3.8,519,In Stock,"Blue, Black","6, 7, 8, 9",Denim,1 week,Maharashtra,2023-03-27,4538655
P00274,Denim Jacket,Topwear,Western Wear,Tommy Hilfiger,6663,15,3.9,159,Out of Stock,"Pink, Purple","28, 30, 32, 34",Linen,10 days,Uttar Pradesh,2024-08-14,1059417
P00275,Running Shoes,Bottomwear,T-shirts,Harley Davidson,8266,13,3.7,705,In Stock,"Red, White","6, 7, 8, 9",Leather,4-5 days,Maharashtra,2022-11-27,5827530
P00276,Floral Top,Bottomwear,Kurtas,Vero Moda,5627,40,3.7,821,In Stock,"Blue, Black","7, 8, 9, 10",Wool,4-5 days,Delhi,2024-04-26,4619767
P00277,Track Pants,Footwear,Pants,Reebok,4490,31,4.5,85,In Stock,"Green, Yellow","28, 30, 32, 34",Denim,4-5 days,Delhi,2021-07-19,381650
P00278,Denim Jacket,Bottomwear,Sweaters,Reebok,4234,20,4.2,907,Out of Stock,"Grey, Black","M, L, XL",Wool,10 days,Gujarat,2022-06-11,3840238
P00279,Blazer,Bottomwear,Jackets,Tommy Hilfiger,3159,47,3.4,110,Out of Stock,"Green, Yellow","28, 30, 32, 34",Denim,6-7 days,Delhi,2021-03-15,347490
P00280,Running Shoes,Footwear,Kurtas,Puma,2358,43,4.6,350,Out of Stock,"Red, White","30, 32, 34, 36",Cotton,1 week,Uttar Pradesh,2021-12-09,825300
P00281,Denim Jacket,Topwear,Sweaters,Arrow,8393,48,4.6,673,In Stock,"Blue, Black","7, 8, 9, 10",Polyester,10 days,Delhi,2022-06-06,5648489
P00282,Knee-Length Skirt,Dresses,Skirts,Adidas,4366,25,3.3,277,In Stock,"Pink, Purple","6, 7, 8, 9",Cotton,2-3 days,Maharashtra,2024-02-17,1209382
P00283,Running Shoes,Footwear,Skirts,Nike,8573,34,3.4,151,Out of Stock,"Blue, Black","28, 30, 32, 34",Leather,10 days,Tamil Nadu,2023-11-02,1294523
P00284,Party Gown,Topwear,Casual Shoes,Vero Moda,3342,49,5.0,449,In Stock,"Blue, Black","30, 32, 34, 36",Silk,2-3 days,Gujarat,2024-10-02,1500558
P00285,Blazer,Bottomwear,Pants,Uniqlo,4339,26,4.4,768,Out of Stock,"Grey, Black","6, 7, 8, 9",Cotton,4-5 days,Karnataka,2021-08-07,3332352
P00286,Track Pants,Ethnic,Formal Wear,Puma,6980,30,3.7,709,Out of Stock,"Pink, Purple","S, M, L, XL",Leather,1 week,Maharashtra,2023-07-11,4948820
P00287,Ankle Boots,Topwear,Pants,Adidas,5570,21,3.2,698,In Stock,"Red, White","M, L, XL",Polyester,2-3 days,Karnataka,2024-01-20,3887860
P00288,Running Shoes,Footwear,Kurtas,Vero Moda,6154,17,3.5,628,Out of Stock,"Blue, Black","7, 8, 9, 10",Silk,2-3 days,Gujarat,2024-01-31,3864712
P00289,Denim Jacket,Ethnic,Formal Wear,Van Heusen,8014,42,4.3,523,Out of Stock,"Red, White","30, 32, 34, 36",Linen,4-5 days,Gujarat,2021-01-28,4191322
P00290,Party Gown,Footwear,Pants,FabIndia,9474,40,3.3,689,In Stock,"Blue, Black","6, 7, 8, 9",Denim,4-5 days,Gujarat,2021-06-29,6527586
P00291,Running Shoes,Topwear,Skirts,Puma,9726,12,3.5,699,Out of Stock,"Grey, Black","28, 30, 32, 34",Cotton,1 week,Tamil Nadu,2022-04-14,6798474
P00292,Leather Jacket,Topwear,Casual Shoes,H&M,7707,31,4.2,879,Out of Stock,"Red, White","6, 7, 8, 9",Leather,6-7 days,Uttar Pradesh,2021-01-01,6774453
P00293,Cotton T-shirt,Bottomwear,Western Wear,Van Heusen,8341,5,4.3,917,Out of Stock,"Green, Yellow","6, 7, 8, 9",Denim,1 week,Delhi,2020-02-01,7648697
P00294,Knee-Length Skirt,Footwear,Western Wear,Zara,3530,35,4.0,123,Out of Stock,"Grey, Black","S, M, L, XL",Silk,1 week,Tamil Nadu,2024-01-27,434190
P00295,Slim Fit Jeans,Topwear,Sweaters,Clarks,6917,22,4.6,641,In Stock,"Red, White","S, M, L, XL",Silk,4-5 days,Gujarat,2022-09-10,4433797
P00296,Woolen Sweater,Footwear,Sports Shoes,Ralph Lauren,8873,24,4.3,34,In Stock,"Pink, Purple","28, 30, 32, 34",Silk,2-3 days,Maharashtra,2022-11-10,301682
P00297,Maxi Dress,Outerwear,Formal Wear,FabIndia,4368,27,4.6,634,In Stock,"Green, Yellow","M, L, XL",Cotton,10 days,Uttar Pradesh,2020-10-06,2769312
P00298,Track Pants,Outerwear,Boots,Clarks,4748,47,4.2,148,In Stock,"Grey, Black","6, 7, 8, 9",Cotton,6-7 days,Uttar Pradesh,2023-06-27,702704
P00299,Track Pants,Topwear,Kurtas,Forever 21,8384,41,3.5,650,In Stock,"Pink, Purple","S, M, L, XL",Polyester,6-7 days,Karnataka,2020-11-12,5449600
P00300,Denim Jacket,Ethnic,Sports Shoes,Van Heusen,3566,25,4.7,249,Out of Stock,"Green, Yellow","28, 30, 32, 34",Cotton,6-7 days,Tamil Nadu,2023-03-24,887934
P00301,Sneakers,Topwear,Blouses,Mango,2764,6,4.6,457,In Stock,"Pink, Purple","28, 30, 32, 34",Denim,1 week,Maharashtra,2023-07-03,1263148
P00302,Woolen Sweater,Ethnic,Jackets,Adidas,1955,30,4.8,150,In Stock,"Red, White","30, 32, 34, 36",Polyester,4-5 days,Karnataka,2020-08-26,293250
P00303,Maxi Dress,Topwear,Casual Shoes,Nike,7148,20,4.6,835,In Stock,"Grey, Black","30, 32, 34, 36",Wool,4-5 days,Gujarat,2020-08-14,5968580
